,loss,make_id_loss,model_id_loss,make_id_accuracy,model_id_accuracy,val_loss,val_make_id_loss,val_model_id_loss,val_make_id_accuracy,val_model_id_accuracy,lr
0,4.62737512588501,1.2639278173446655,1.8610559701919556,0.005677877925336361,0.00047676838585175574,4.908360004425049,1.4196182489395142,1.9863648414611816,0.00426432304084301,0.0008789062849245965,9.999999974752427e-07
1,3.9096791744232178,1.0931475162506104,1.8428410291671753,0.0444369800388813,0.0016686894232407212,4.024374961853027,1.3808307647705078,2.0596976280212402,0.06783854216337204,0.0025065105874091387,0.016667500138282776
2,2.9211840629577637,0.944787859916687,1.6955163478851318,0.1083022728562355,0.006479715928435326,2.680734634399414,0.9466895461082458,1.6082910299301147,0.17353516817092896,0.01897786557674408,0.033333998173475266
3,2.2843942642211914,0.7891221046447754,1.4058619737625122,0.18596135079860687,0.02727331966161728,2.7448999881744385,0.9915646314620972,1.6704071760177612,0.11057943105697632,0.01240234449505806,0.050000499933958054
4,1.9435722827911377,0.668826162815094,1.1788917779922485,0.2666652202606201,0.0672135055065155,1.8419883251190186,0.6416153907775879,1.09303617477417,0.30514323711395264,0.09482422471046448,0.06666699796915054
5,1.649115800857544,0.5557358264923096,0.9778943657875061,0.3558751046657562,0.12503251433372498,2.041015863418579,0.7157737612724304,1.203177809715271,0.2669922113418579,0.0939127653837204,0.06065306439995766
6,1.432935357093811,0.4746989905834198,0.8316311240196228,0.43094444274902344,0.1887027621269226,1.3744409084320068,0.4584261476993561,0.785461962223053,0.46292319893836975,0.22366537153720856,0.05488116294145584
7,1.2611910104751587,0.40863606333732605,0.7204030752182007,0.49319523572921753,0.24774619936943054,1.3192572593688965,0.44791698455810547,0.736689031124115,0.4813802242279053,0.26416015625,0.049658529460430145
8,1.1189651489257812,0.35532960295677185,0.6289308667182922,0.5489554405212402,0.3037881553173065,1.1017729043960571,0.35614386200904846,0.6103753447532654,0.5666992664337158,0.3348958492279053,0.04493289813399315
9,1.0055444240570068,0.31318411231040955,0.5577122569084167,0.5955812335014343,0.35770630836486816,0.9475823044776917,0.2980034351348877,0.5147981643676758,0.6280924677848816,0.4077148735523224,0.04065696522593498
10,0.9010118246078491,0.2740189731121063,0.4936668872833252,0.6391405463218689,0.40639087557792664,0.9258448481559753,0.2968003749847412,0.49574485421180725,0.6351237297058105,0.4272461235523224,0.03678794577717781
11,0.8156731128692627,0.24306534230709076,0.44187965989112854,0.674074649810791,0.4506869912147522,0.8231816291809082,0.25067761540412903,0.4438205063343048,0.6893554925918579,0.46953126788139343,0.033287107944488525
12,0.7389408946037292,0.21380028128623962,0.3975205421447754,0.7090196013450623,0.49015042185783386,0.6888554692268372,0.20427927374839783,0.35817423462867737,0.7413737177848816,0.5482096672058105,0.03011942096054554
13,0.6703897714614868,0.18902847170829773,0.3574368357658386,0.7421116828918457,0.5285086035728455,0.666969895362854,0.19592270255088806,0.348037987947464,0.7574544548988342,0.5561197996139526,0.027253178879618645
14,0.6200940608978271,0.17133638262748718,0.32822510600090027,0.7648123502731323,0.5601270198822021,0.6207149028778076,0.18594148755073547,0.3156800866127014,0.7760416865348816,0.5971680283546448,0.024659696966409683
15,0.5693280696868896,0.15404288470745087,0.2983478009700775,0.7854109406471252,0.5900008678436279,0.5913206338882446,0.1704130917787552,0.30563241243362427,0.7890300154685974,0.612011730670929,0.022313015535473824
16,0.5248258113861084,0.13818180561065674,0.2731940448284149,0.8082633018493652,0.619712233543396,0.5255091786384583,0.1473376452922821,0.2660687267780304,0.8160807490348816,0.6466471552848816,0.02018965221941471
17,0.48805397748947144,0.12567000091075897,0.2523494362831116,0.8232272863388062,0.6425537467002869,0.4839644432067871,0.13075749576091766,0.24444323778152466,0.8384765982627869,0.6771159172058105,0.01826835237443447
18,0.4562472999095917,0.11480094492435455,0.2344774752855301,0.8377904295921326,0.6633473634719849,0.49276202917099,0.139580637216568,0.24759510159492493,0.8332357406616211,0.6738932728767395,0.016529887914657593
19,0.42434558272361755,0.1039566844701767,0.21624979376792908,0.8529278039932251,0.6857230067253113,0.4446428120136261,0.12004444003105164,0.22214247286319733,0.8577474355697632,0.7046549916267395,0.014956861734390259
