loss,make_id_loss,model_id_loss,make_id_accuracy,model_id_accuracy,val_loss,val_make_id_loss,val_model_id_loss,val_make_id_accuracy,val_model_id_accuracy,lr
4.627375126,1.263927817,1.86105597,0.005677878,0.000476768,4.908360004,1.419618249,1.986364841,0.004264323,0.000878906,1.00E-06
3.909679174,1.093147516,1.842841029,0.04443698,0.001668689,4.024374962,1.380830765,2.059697628,0.067838542,0.002506511,0.0166675
2.921184063,0.94478786,1.695516348,0.108302273,0.006479716,2.680734634,0.946689546,1.60829103,0.173535168,0.018977866,0.033333998
2.284394264,0.789122105,1.405861974,0.185961351,0.02727332,2.744899988,0.991564631,1.670407176,0.110579431,0.012402344,0.0500005
1.943572283,0.668826163,1.178891778,0.26666522,0.067213506,1.841988325,0.641615391,1.093036175,0.305143237,0.094824225,0.066666998
1.649115801,0.555735826,0.977894366,0.355875105,0.125032514,2.041015863,0.715773761,1.20317781,0.266992211,0.093912765,0.060653064
1.432935357,0.474698991,0.831631124,0.430944443,0.188702762,1.374440908,0.458426148,0.785461962,0.462923199,0.223665372,0.054881163
1.26119101,0.408636063,0.720403075,0.493195236,0.247746199,1.319257259,0.447916985,0.736689031,0.481380224,0.264160156,0.049658529
1.118965149,0.355329603,0.628930867,0.548955441,0.303788155,1.101772904,0.356143862,0.610375345,0.566699266,0.334895849,0.044932898
1.005544424,0.313184112,0.557712257,0.595581234,0.357706308,0.947582304,0.298003435,0.514798164,0.628092468,0.407714874,0.040656965
0.901011825,0.274018973,0.493666887,0.639140546,0.406390876,0.925844848,0.296800375,0.495744854,0.63512373,0.427246124,0.036787946
0.815673113,0.243065342,0.44187966,0.67407465,0.450686991,0.823181629,0.250677615,0.443820506,0.689355493,0.469531268,0.033287108
0.738940895,0.213800281,0.397520542,0.709019601,0.490150422,0.688855469,0.204279274,0.358174235,0.741373718,0.548209667,0.030119421
0.670389771,0.189028472,0.357436836,0.742111683,0.528508604,0.666969895,0.195922703,0.348037988,0.757454455,0.5561198,0.027253179
0.620094061,0.171336383,0.328225106,0.76481235,0.56012702,0.620714903,0.185941488,0.315680087,0.776041687,0.597168028,0.024659697
0.56932807,0.154042885,0.298347801,0.785410941,0.590000868,0.591320634,0.170413092,0.305632412,0.789030015,0.612011731,0.022313016
0.524825811,0.138181806,0.273194045,0.808263302,0.619712234,0.525509179,0.147337645,0.266068727,0.816080749,0.646647155,0.020189652
0.488053977,0.125670001,0.252349436,0.823227286,0.642553747,0.483964443,0.130757496,0.244443238,0.838476598,0.677115917,0.018268352
0.4562473,0.114800945,0.234477475,0.83779043,0.663347363,0.492762029,0.139580637,0.247595102,0.833235741,0.673893273,0.016529888
0.424345583,0.103956684,0.216249794,0.852927804,0.685723007,0.444642812,0.12004444,0.222142473,0.857747436,0.704654992,0.014956862
0.384332329,0.090684034,0.194381639,0.871077538,0.71267122,0.417376518,0.114026487,0.204753533,0.862467468,0.722558618,0.013533528
0.365388453,0.084154315,0.183637261,0.881360531,0.724752963,0.404524297,0.111053161,0.197000071,0.86878258,0.738769591,0.012245643
0.34851405,0.079737008,0.173399344,0.887363493,0.738427579,0.379994124,0.10121315,0.184419543,0.880013049,0.751074255,0.011080316
0.334648013,0.075777613,0.165620789,0.891567707,0.750921071,0.369441658,0.09752164,0.179796323,0.884440124,0.756282568,0.010025884
0.3187235,0.069989637,0.157489583,0.900778055,0.761659205,0.352970511,0.092094004,0.17047517,0.893619835,0.769108117,0.009071795
0.304545194,0.065302916,0.149576455,0.907322764,0.773762584,0.35934025,0.095409468,0.174978167,0.891341209,0.76809901,0.0082085
0.294031024,0.062230118,0.143599153,0.911115229,0.781661808,0.349233508,0.092393868,0.169468611,0.895345092,0.772981822,0.007427358
0.282801986,0.058940772,0.137111723,0.914918542,0.790481985,0.33874774,0.090451747,0.162199974,0.897298217,0.784309924,0.006720551
0.27535376,0.056533743,0.133350953,0.919415355,0.795975685,0.326266438,0.083986245,0.157164484,0.904524803,0.788802147,0.006081006
0.268835455,0.054677386,0.129659504,0.922492683,0.800895035,0.320456237,0.083608635,0.152885243,0.908235729,0.794303417,0.005502322
0.260846019,0.052273434,0.125227958,0.926480174,0.806453764,0.319924951,0.084011875,0.152963266,0.906608105,0.796549499,0.004978707
0.255251944,0.05006795,0.122852758,0.928961515,0.809021771,0.315098524,0.082721621,0.150524899,0.908300817,0.798763037,0.00450492
0.250266403,0.049331952,0.11941608,0.930251002,0.816162467,0.318534464,0.084692426,0.152687371,0.90800786,0.800520897,0.004076221
0.245755717,0.048086006,0.116914317,0.931746304,0.819554031,0.310195535,0.081249431,0.148695514,0.90944016,0.803157568,0.003688317
0.240754217,0.046508949,0.114355497,0.933848441,0.823129773,0.311988056,0.082743585,0.149651408,0.90872401,0.805468798,0.003337327
0.237107575,0.045737773,0.112040341,0.934455216,0.826402187,0.304288179,0.079796344,0.145367295,0.913053453,0.810449243,0.003019738
0.233617529,0.04472217,0.110050678,0.936600685,0.828688502,0.301426649,0.078340374,0.144505322,0.914518297,0.812239647,0.002732372
0.231255785,0.044082403,0.108817272,0.937413335,0.830335498,0.307045311,0.080636375,0.148230687,0.912662804,0.80699873,0.002472353
0.227495342,0.042476922,0.107075572,0.939558804,0.833694577,0.302470565,0.079715267,0.145014346,0.91350919,0.812793016,0.002237077
0.225930691,0.042214595,0.106147349,0.94056654,0.835991681,0.297856182,0.078374229,0.142044261,0.915169299,0.814615905,0.002024191
