loss,make_id_loss,model_id_loss,make_id_accuracy,model_id_accuracy,val_loss,val_make_id_loss,val_model_id_loss,val_make_id_accuracy,val_model_id_accuracy,lr
1.852119446,0.445484579,1.406636119,0.864727855,0.536895394,1.667208672,0.489777684,1.177430272,0.877539098,0.645898461,0.000100779
1.847111702,0.437397242,1.409713864,0.867805183,0.532095194,1.665709972,0.489286304,1.176422596,0.877343774,0.645442724,9.12E-05
1.836467981,0.434425473,1.402042508,0.867685974,0.536364436,1.667099237,0.48978889,1.177311063,0.877539098,0.645442724,8.25E-05
1.84371531,0.444041103,1.399675727,0.864933729,0.536797881,1.665009856,0.489046305,1.175964475,0.877246141,0.646061242,7.47E-05
1.832697988,0.437865645,1.394832253,0.866114795,0.53720963,1.671021342,0.492126524,1.178895354,0.877278686,0.645703137,6.76E-05
1.841605067,0.438989759,1.402614236,0.865930617,0.534934163,1.659709692,0.48728779,1.172421813,0.87819016,0.647949278,6.11E-05
1.840483308,0.440240204,1.400242805,0.866775751,0.5363428,1.66051662,0.487446696,1.173069477,0.877734423,0.647298217,5.53E-05
1.835707426,0.439400017,1.39630723,0.866429031,0.537848949,1.665317416,0.489454508,1.175863147,0.877604187,0.646419287,5.00E-05
1.841023088,0.444887668,1.396135688,0.865226269,0.537014604,1.665299654,0.489347875,1.175950527,0.877701879,0.646907568,4.53E-05
1.835393906,0.436211705,1.399182081,0.867404223,0.53750217,1.661737561,0.488403857,1.173334599,0.877669334,0.647265673,4.10E-05
1.838402033,0.43987754,1.398524761,0.865572989,0.536992908,1.658895373,0.486796439,1.17209959,0.878320336,0.646777391,3.71E-05
